Date,Open,High,Low,Close,Adj Close,Volume
2012-07-06,135.470001,136.229996,132.600006,133.509995,110.951424,708174000
2012-07-13,133.860001,138.179993,133.839996,137.729996,114.458412,609225100
2012-07-20,136.949997,137.160004,133.029999,136.169998,113.161980,747065400
2012-07-27,136.889999,139.339996,135.580002,136.639999,113.552612,801977200
2012-08-03,138.559998,140.919998,136.679993,140.610001,116.851791,533742700
2012-08-10,140.039993,142.160004,139.809998,141.990005,117.998642,464699100
2012-08-17,142.229996,143.089996,140.440002,140.660004,116.893379,519360400
2012-08-24,140.309998,142.080002,140.190002,140.490005,116.752075,405967900
2012-08-31,141.289993,143.779999,140.130005,143.770004,119.477867,531129400
2012-09-07,144.009995,147.039993,143.460007,146.589996,121.821373,595601700
2012-09-14,146.880005,148.110001,145.630005,146.710007,121.921143,669859500
2012-09-21,146.639999,146.669998,142.949997,144.639999,120.200859,595917200
2012-09-28,144.089996,146.339996,143.460007,146.130005,122.087372,645624200
2012-10-05,146.910004,147.160004,143.089996,143.360001,119.773132,599979400
2012-10-12,143.460007,146.520004,142.580002,145.820007,121.828354,617629100
2012-10-19,145.550003,145.559998,140.570007,141.429993,118.160667,757916900
2012-10-26,141.300003,143.009995,140.389999,142.830002,119.330292,350457600
2012-11-02,143.679993,143.720001,137.929993,138.039993,115.328392,788970600
2012-11-09,137.619995,139.440002,135.179993,135.699997,113.373421,791384500
2012-11-16,135.899994,139.570007,134.699997,139.449997,116.506416,592497900
2012-11-23,140.130005,142.509995,139.000000,142.119995,118.737137,622352200
2012-11-30,142.139999,142.919998,140.369995,141.979996,118.620193,639257900
2012-12-07,142.529999,144.550003,141.669998,142.630005,119.163261,641732600
2012-12-14,142.320007,145.580002,141.880005,145.119995,121.243530,778085100
2012-12-21,142.169998,144.089996,139.919998,141.559998,118.269264,574626700
2012-12-28,140.639999,146.369995,139.539993,145.729996,122.616699,729562700
2013-01-04,145.970001,147.089996,144.979996,147.080002,123.752609,569566300
2013-01-11,147.039993,148.419998,146.199997,148.000000,124.526665,535340100
2013-01-18,147.970001,150.139999,147.429993,149.410004,125.713028,532725800
2013-01-25,149.880005,150.940002,149.369995,149.699997,125.957031,612687200
2013-02-01,150.649994,151.479996,149.429993,150.960007,127.017227,705411800
2013-02-08,151.220001,152.610001,151.220001,152.289993,128.136292,405458300
2013-02-15,152.429993,153.279999,149.940002,150.419998,126.562851,654163700
2013-02-22,151.149994,152.869995,148.729996,151.610001,127.564110,816425500
2013-03-01,151.089996,154.979996,150.410004,154.779999,130.231369,571648200
2013-03-08,155.460007,156.800003,154.660004,156.729996,131.872070,531861200
2013-03-15,155.850006,156.039993,153.589996,154.360001,129.877975,675237000
2013-03-22,154.850006,156.850006,154.350006,156.669998,132.407867,552225900
2013-03-29,156.589996,157.210007,154.820007,155.860001,131.723343,486750800
2013-04-05,153.949997,159.710007,153.770004,159.190002,134.537659,594013000
2013-04-12,158.679993,159.039993,153.550003,154.139999,130.269699,875544700
2013-04-19,154.500000,159.270004,154.119995,158.520004,133.971420,650224200
2013-04-26,158.330002,159.889999,157.729996,159.750000,135.010925,535784100
2013-05-03,161.139999,163.699997,159.779999,162.880005,137.656174,505601400
2013-05-10,162.990005,166.449997,162.509995,165.339996,139.735229,534679200
2013-05-17,165.949997,169.070007,163.940002,165.449997,139.828217,765772600
2013-05-24,164.470001,167.779999,163.979996,165.830002,140.149384,563410900
2013-05-31,165.369995,166.309998,160.250000,162.729996,137.529419,914835600
2013-06-07,163.850006,165.399994,161.300003,164.210007,138.780212,794459600
2013-06-14,164.029999,165.990005,158.979996,159.399994,134.715103,919594100
2013-06-21,159.639999,161.820007,155.729996,161.080002,136.134949,920879700
2013-06-28,160.630005,162.479996,159.860001,161.279999,137.025131,522437800
2013-07-05,162.470001,167.610001,161.300003,167.440002,142.258804,606809700
2013-07-12,167.389999,169.270004,167.070007,168.869995,143.473709,458859400
2013-07-19,168.520004,169.860001,167.940002,168.929993,143.524750,488092600
2013-07-26,168.220001,170.809998,167.520004,170.660004,144.994553,525546300
2013-08-02,170.279999,170.970001,168.550003,169.800003,144.263901,419720400
2013-08-09,169.580002,170.100006,166.089996,166.380005,141.358215,473918000
2013-08-16,166.059998,166.630005,164.190002,166.059998,141.086334,577602100
2013-08-23,166.550003,167.300003,163.050003,164.169998,139.480621,566523900
2013-08-30,164.509995,166.399994,163.169998,165.960007,141.001358,437783900
2013-09-06,166.509995,169.559998,164.479996,168.949997,143.541718,530917900
2013-09-13,169.130005,173.600006,168.740005,172.759995,146.778763,611627800
2013-09-20,172.330002,172.330002,168.889999,169.690002,144.170486,538270100
2013-09-27,168.839996,169.500000,166.839996,167.619995,143.105911,660286800
2013-10-04,167.750000,169.259995,164.529999,169.169998,144.429230,736116000
2013-10-11,168.910004,173.320007,168.770004,173.220001,147.886902,663696000
2013-10-18,173.860001,175.929993,173.509995,175.149994,149.534637,544917000
2013-10-25,175.509995,177.509995,175.169998,175.789993,150.081009,539802000
2013-11-01,176.020004,177.639999,174.759995,174.929993,149.346832,558655000
2013-11-08,174.869995,179.419998,174.850006,179.270004,153.052109,490596000
2013-11-15,179.559998,180.500000,177.979996,179.910004,153.598526,519255000
2013-11-22,179.979996,181.240005,179.770004,181.119995,154.631546,306576000
2013-11-29,181.320007,181.750000,178.350006,178.940002,152.770386,502126900
2013-12-06,180.669998,181.669998,177.759995,178.130005,152.078873,524984000
2013-12-13,178.500000,181.729996,177.320007,181.490005,154.947479,665326200
2013-12-20,180.690002,183.960007,180.570007,183.860001,156.970825,391418800
2013-12-27,184.100006,184.690002,182.479996,182.919998,157.016144,324427800
2014-01-03,183.229996,184.130005,182.080002,183.639999,157.634216,462828700
2014-01-10,183.949997,184.940002,181.339996,184.419998,158.303711,527750900
2014-01-17,184.100006,184.770004,181.820007,182.789993,156.904541,390237700
2014-01-24,181.600006,181.660004,176.880005,179.229996,153.848740,835518800
2014-01-31,177.009995,179.289993,173.710007,177.479996,152.346573,911635500
2014-02-07,178.309998,183.199997,177.729996,183.009995,157.093445,576080000
2014-02-14,182.839996,184.949997,182.600006,184.100006,158.029083,408481700
2014-02-21,184.449997,186.149994,183.800003,185.820007,159.505524,541823300
2014-02-28,185.789993,188.610001,183.750000,188.179993,161.531265,657029800
2014-03-07,188.960007,188.960007,184.660004,185.179993,158.956131,548300500
2014-03-14,184.850006,187.940002,184.440002,187.750000,161.162186,647592000
2014-03-21,187.710007,189.020004,183.899994,184.580002,158.441025,650617000
2014-03-28,185.110001,189.220001,185.000000,188.630005,162.632172,446789000
2014-04-04,189.660004,189.699997,182.929993,183.160004,157.916031,696057000
2014-04-11,182.139999,186.910004,181.309998,186.389999,160.700851,667178000
2014-04-18,186.440002,188.399994,186.210007,187.830002,161.942444,316158000
2014-04-25,187.220001,188.839996,184.960007,188.330002,162.373535,514126000
2014-05-02,188.309998,189.139999,186.009995,187.679993,161.813095,459577000
2014-05-09,187.710007,190.419998,186.479996,187.399994,161.571671,464396000
2014-05-16,187.509995,189.979996,186.720001,189.589996,163.459885,423583000
2014-05-23,189.759995,192.399994,189.589996,192.369995,165.856705,264202800
2014-05-30,192.190002,194.649994,191.970001,194.449997,167.650009,353651000
2014-06-06,194.869995,196.050003,193.110001,193.539993,166.865448,376066000
2014-06-13,193.919998,196.600006,193.300003,196.479996,169.400269,445471000
2014-06-20,196.029999,196.500000,194.130005,195.440002,168.503586,434529000
2014-06-27,194.979996,198.289993,194.889999,198.199997,171.702042,337530100
2014-07-04,197.820007,197.979996,195.059998,196.339996,170.090698,341871000
2014-07-11,196.220001,198.259995,195.429993,195.710007,169.544937,459592400
2014-07-18,196.350006,199.059998,196.240005,198.649994,172.091858,382100000
2014-07-25,198.089996,198.449997,192.970001,193.089996,167.275192,514263000
2014-08-01,192.559998,194.300003,190.550003,191.029999,165.490616,663842000
2014-08-08,191.460007,195.759995,190.949997,195.759995,169.588242,391608000
2014-08-15,196.470001,199.759995,194.309998,199.500000,172.828186,415064000
2014-08-22,199.339996,200.820007,198.740005,200.139999,173.382660,293464000
2014-08-29,200.449997,201.580002,199.660004,200.210007,173.443344,281031000
2014-09-05,200.169998,201.210007,198.770004,200.300003,173.521301,388939400
2014-09-12,200.100006,201.850006,198.380005,201.820007,174.838058,556267300
2014-09-19,201.520004,201.899994,196.270004,196.339996,170.090698,616171000
2014-09-26,196.699997,198.389999,192.350006,194.380005,169.179855,665044000
2014-10-03,195.679993,197.600006,192.360001,192.740005,167.752487,771426000
2014-10-10,192.690002,193.649994,181.919998,186.270004,162.121338,1319801000
2014-10-17,188.419998,196.199997,187.619995,194.929993,169.658569,806351000
2014-10-24,195.250000,199.949997,194.490005,199.380005,173.531631,563504000
2014-10-31,201.779999,203.259995,200.059998,203.149994,176.812881,532644000
2014-11-07,203.169998,204.830002,202.610001,204.190002,177.718018,385836600
2014-11-14,204.100006,205.919998,203.649994,205.580002,178.927856,392139900
2014-11-21,207.639999,207.839996,205.979996,207.639999,180.720810,349484200
2014-11-28,207.490005,208.270004,205.380005,207.660004,180.738220,396634300
2014-12-05,207.869995,208.470001,202.929993,204.190002,177.718018,643663000
2014-12-12,202.639999,212.970001,197.860001,206.779999,179.972321,1163383800
2014-12-19,206.429993,208.339996,205.610001,207.770004,180.833954,558534800
2014-12-26,208.309998,208.970001,205.389999,205.539993,179.880402,340845200
2015-01-02,206.380005,206.880005,198.860001,205.899994,180.195450,772814400
2015-01-09,206.399994,206.419998,198.570007,199.020004,174.174377,887121700
2015-01-16,198.770004,206.259995,198.550003,206.100006,180.370499,640169400
2015-01-23,205.789993,206.100006,198.679993,201.990005,176.773575,685670800
2015-01-30,200.570007,206.300003,197.860001,206.119995,180.387985,717309500
2015-02-06,206.559998,208.990005,204.139999,208.919998,182.838455,497688900
2015-02-13,209.070007,210.419998,208.759995,209.979996,183.766144,342754000
2015-02-20,209.479996,212.240005,208.729996,211.380005,184.991318,433539400
2015-02-27,211.259995,212.059998,209.059998,210.460007,184.186188,497263400
2015-03-06,209.419998,209.940002,204.399994,207.100006,181.245636,639207400
2015-03-13,206.770004,211.270004,204.580002,209.500000,183.346085,739746300
2015-03-20,209.710007,211.110001,204.119995,205.270004,179.644073,639893800
2015-03-27,205.130005,208.610001,204.509995,206.440002,181.474503,566092600
2015-04-03,205.369995,209.179993,205.210007,208.899994,183.636993,370505300
2015-04-10,209.199997,211.039993,208.100006,210.369995,184.929245,390723600
2015-04-17,208.940002,211.940002,207.009995,211.160004,185.623718,536713000
2015-04-24,211.660004,212.479996,207.619995,208.460007,183.250229,514538800
2015-05-01,209.399994,212.020004,206.759995,208.869995,183.610626,510958200
2015-05-08,210.880005,212.320007,208.619995,212.210007,186.546738,541914900
2015-05-15,212.440002,213.779999,211.860001,213.500000,187.680695,364796500
2015-05-22,213.039993,213.539993,210.199997,212.460007,186.766510,349930700
2015-05-29,212.380005,212.669998,209.750000,210.130005,184.718246,549493100
2015-06-05,209.949997,212.089996,207.690002,211.630005,186.036850,524230400
2015-06-12,210.639999,213.339996,207.789993,212.779999,187.047806,637651300
2015-06-19,211.460007,212.589996,209.770004,209.860001,184.480911,459066200
2015-06-26,210.289993,210.580002,205.279999,207.309998,183.125732,730074800
2015-07-03,205.770004,208.169998,204.110001,204.899994,180.996887,599928800
2015-07-10,207.289993,212.300003,204.949997,212.300003,187.533646,521833300
2015-07-17,212.289993,213.179993,209.750000,210.179993,185.660919,416618800
2015-07-24,210.300003,211.039993,206.259995,210.820007,186.226318,570756600
2015-07-31,211.419998,211.449997,207.649994,208.350006,184.044479,500871000
2015-08-07,208.160004,210.669998,205.360001,208.660004,184.318253,585717100
2015-08-14,208.429993,210.679993,203.899994,203.970001,180.175385,590825700
2015-08-21,201.729996,203.940002,182.399994,199.270004,176.023651,1837066800
2015-08-28,198.500000,199.839996,190.729996,195.550003,172.737671,892070700
2015-09-04,192.850006,199.470001,191.610001,195.850006,173.002670,631065500
2015-09-11,195.380005,202.889999,194.529999,199.729996,176.430008,688577600
2015-09-18,195.710007,198.679993,190.559998,192.899994,170.396790,735444000
2015-09-25,194.639999,195.000000,186.929993,192.130005,170.598938,787147300
2015-10-02,189.770004,201.550003,189.119995,201.210007,178.661407,724961100
2015-10-09,201.380005,202.360001,198.940002,202.350006,179.673660,484751900
2015-10-16,202.830002,205.509995,201.649994,205.259995,182.257553,546502200
2015-10-23,207.250000,209.270004,205.789993,208.830002,185.427460,517813300
2015-10-30,209.059998,211.660004,207.740005,210.149994,186.599518,487227000
2015-11-06,209.740005,210.320007,204.820007,204.839996,181.884613,506516000
2015-11-13,204.350006,209.050003,202.179993,208.550003,185.178818,601909000
2015-11-20,209.449997,210.119995,207.410004,209.320007,185.862534,309797200
2015-11-27,209.429993,211.000000,204.750000,205.610001,182.568314,522664400
2015-12-04,205.610001,209.970001,204.179993,205.869995,182.799133,676843800
2015-12-11,203.350006,208.479996,199.949997,204.860001,181.902313,917737600
2015-12-18,202.770004,206.330002,199.830002,205.679993,182.630447,621040800
2015-12-25,204.860001,207.789993,203.869995,203.869995,182.100616,336736200
2016-01-01,200.490005,201.899994,193.589996,194.050003,173.329239,698748000
2016-01-08,195.190002,195.850006,187.660004,191.929993,171.435593,1032053500
2016-01-15,186.770004,190.110001,181.020004,186.690002,166.755127,1002411500
2016-01-22,189.779999,191.559998,187.059998,189.110001,168.916718,769208600
2016-01-29,190.020004,194.580002,187.100006,191.600006,171.140854,873742500
2016-02-05,190.990005,191.669998,181.089996,182.860001,163.334091,924101100
2016-02-12,184.960007,193.320007,183.960007,192.089996,171.578491,486235600
2016-02-19,191.169998,195.550003,189.320007,195.539993,174.660141,591429100
2016-02-26,196.570007,199.800003,193.330002,199.779999,178.447342,595138700
2016-03-04,200.009995,201.350006,197.380005,199.539993,178.232986,605127400
2016-03-11,201.259995,205.229996,199.520004,204.630005,182.779526,568327300
2016-03-18,204.169998,205.229996,201.740005,203.119995,181.430710,474184400
2016-03-25,203.610001,206.869995,202.399994,205.520004,184.521271,336280500
2016-04-01,204.350006,207.139999,203.089996,203.949997,183.111649,483281500
2016-04-08,205.339996,208.600006,203.699997,208.009995,186.756836,455698000
2016-04-15,208.009995,210.919998,207.000000,208.970001,187.618759,413404000
2016-04-22,208.550003,209.809998,206.960007,207.449997,186.254044,415828000
2016-04-29,206.720001,208.179993,204.419998,204.970001,184.027466,470897200
2016-05-06,204.059998,208.539993,203.880005,206.559998,185.454971,412475400
2016-05-13,206.210007,207.339996,202.779999,204.199997,183.336151,524378900
2016-05-20,204.919998,209.770004,204.860001,209.339996,187.950989,389112900
2016-05-27,209.529999,210.929993,208.889999,210.910004,189.360565,307071500
2016-06-03,210.250000,212.520004,208.860001,212.080002,190.411011,367576700
2016-06-10,210.460007,210.860001,205.589996,208.369995,187.080078,615297300
2016-06-17,207.169998,210.869995,205.750000,210.809998,189.270752,470598900
2016-06-24,203.630005,210.850006,198.649994,209.479996,189.054718,1025953100
2016-07-01,209.479996,210.649994,207.059998,209.529999,189.099854,397474300
2016-07-08,211.050003,216.669998,210.779999,216.119995,195.047287,487435500
2016-07-15,216.779999,217.369995,215.309998,216.270004,195.182632,346163800
2016-07-22,216.410004,217.300003,215.619995,216.770004,195.633957,337860700
2016-07-29,216.460007,217.649994,214.250000,216.410004,195.309067,345705400
2016-08-05,216.410004,218.940002,216.410004,218.649994,197.330643,293495800
2016-08-12,218.289993,219.500000,217.020004,218.860001,197.520142,292464200
2016-08-19,218.309998,219.600006,217.220001,217.699997,196.473251,331164700
2016-08-26,217.919998,219.119995,216.029999,217.389999,196.193481,434236700
2016-09-02,218.389999,219.220001,217.699997,218.509995,197.204285,286653800
2016-09-09,216.970001,217.029999,212.309998,215.279999,194.289200,841142200
2016-09-16,213.479996,217.529999,212.570007,217.179993,196.003937,492115300
2016-09-23,216.720001,216.880005,213.619995,214.679993,194.726410,457434600
2016-09-30,215.649994,217.119995,213.990005,215.779999,195.724167,456406500
2016-10-07,216.100006,216.699997,211.210007,213.009995,193.211624,447233800
2016-10-14,214.149994,214.690002,212.169998,213.880005,194.000763,368650600
2016-10-21,213.880005,215.320007,212.759995,213.169998,193.356750,368703700
2016-10-28,213.139999,213.929993,208.460007,208.779999,189.374817,516947600
2016-11-04,208.910004,218.309998,208.380005,216.919998,196.758224,756231400
2016-11-11,216.080002,219.059998,215.320007,218.990005,198.635834,422200200
2016-11-18,219.070007,220.789993,218.289993,220.699997,200.186905,282717600
2016-11-25,221.100006,221.820007,219.149994,219.570007,199.161896,376663800
2016-12-02,219.669998,225.699997,219.259995,225.149994,204.223236,413008000
2016-12-09,225.410004,228.339996,225.369995,226.809998,205.728943,567973800
2016-12-16,226.009995,226.570007,224.669998,225.380005,204.431885,460728200
2016-12-23,225.429993,226.729996,223.839996,224.350006,204.697037,192161400
2016-12-30,224.729996,226.750000,222.729996,226.399994,206.567474,357488200
2017-01-06,226.529999,227.750000,224.960007,226.529999,206.686081,329034700
2017-01-13,226.729996,227.399994,225.410004,225.910004,206.120407,245360800
2017-01-20,226.699997,229.710007,225.270004,229.330002,209.240829,444193900
2017-01-27,229.419998,229.589996,226.320007,227.770004,207.817474,364104500
2017-02-03,228.820007,230.949997,228.309998,230.600006,210.399597,313805900
2017-02-10,231.000000,235.160004,230.619995,234.720001,214.158646,363815200
2017-02-17,233.949997,236.899994,233.929993,236.440002,215.727997,302881300
2017-02-24,235.460007,240.320007,235.410004,238.270004,217.397659,455263100
2017-03-03,238.169998,238.610001,235.740005,236.860001,216.111191,371322200
2017-03-10,237.970001,239.440002,236.190002,238.479996,217.589279,373555100
2017-03-17,237.750000,237.970001,233.050003,234.029999,213.529083,471327900
2017-03-24,234.380005,236.520004,231.610001,236.289993,216.529007,412131600
2017-03-31,235.899994,237.389999,233.910004,235.440002,215.750107,393682200
2017-04-07,235.149994,236.259995,232.509995,232.509995,213.065140,404817700
2017-04-14,233.110001,235.850006,232.880005,235.339996,215.658508,312903300
2017-04-21,235.250000,239.529999,234.130005,238.600006,218.645844,448410800
2017-04-28,238.899994,239.169998,237.699997,238.759995,218.792450,322391400
2017-05-05,239.190002,240.190002,238.130005,239.380005,219.360626,278402300
2017-05-12,239.089996,240.669998,235.429993,236.770004,216.968872,446295200
2017-05-19,237.330002,242.080002,237.270004,241.759995,221.541565,335363100
